gamma1,gamma2,alpha,nu
0.22448979591836737,3.346938775510204,0.28255583990800903,5.849774209614247
0.22448979591836737,3.4285714285714284,0.2784643913139884,5.8048473194216745
0.22448979591836737,3.510204081632653,0.274556155796189,5.762051785566821
0.22448979591836737,3.591836734693877,0.27081928849395365,5.7212393653536475
0.22448979591836737,3.6734693877551017,0.2672429251913292,5.682275264298119
0.22448979591836737,3.7551020408163263,0.26381708456982067,5.64503664225945
0.22448979591836737,3.836734693877551,0.2605325822463124,5.609411315973343
0.22448979591836737,3.9183673469387754,0.25738095430590624,5.5752966268845965
0.22448979591836737,4.0,0.25435438929611676,5.5425984504891925
0.2755102040816326,0.0,1.1647575201426934,317.00819304353973
0.2755102040816326,0.08163265306122448,1.2768751069320716,320.71009132170644
0.2755102040816326,0.16326530612244897,1.4178021031396966,303.8048462271612
0.2755102040816326,0.24489795918367346,1.3100614840421774,67.88331265154527
0.2755102040816326,0.32653061224489793,1.2169114138824453,37.23473984158167
0.2755102040816326,0.4081632653061224,1.1348685556033566,26.50689451896645
0.2755102040816326,0.4897959183673469,1.062233306218684,21.04491070073223
0.2755102040816326,0.5714285714285714,0.9976212538778246,17.73605376736285
0.2755102040816326,0.6530612244897959,0.9398982921947683,15.516298884976713
0.2755102040816326,0.7346938775510203,0.8881286178871801,13.92321686347528
0.2755102040816326,0.8163265306122448,0.841533714332426,12.723582018448152
0.2755102040816326,0.8979591836734693,0.7994603865420544,11.787090546463261
0.2755102040816326,0.9795918367346939,0.7613560305719124,11.035263360222467
0.2755102040816326,1.0612244897959182,0.7267495446081097,10.418029087463822
0.2755102040816326,1.1428571428571428,0.6952365621889398,9.901944985020478
0.2755102040816326,1.2244897959183672,0.6664679524134922,9.463826009903993
0.2755102040816326,1.3061224489795917,0.6401407754998557,9.087092302506953
0.2755102040816326,1.3877551020408163,0.615991077454204,8.759572425698297
0.2755102040816326,1.4693877551020407,0.5937880743355289,8.472128110731692
0.2755102040816326,1.5510204081632653,0.5733293900148696,8.217763368454824
0.2755102040816326,1.6326530612244896,0.5544371086972345,7.991030146718559
0.2755102040816326,1.7142857142857142,0.5369544657482319,7.787621504668693
0.2755102040816326,1.7959183673469385,0.5207430481964569,7.604086771428676
0.2755102040816326,1.8775510204081631,0.5056804090917021,7.437628064378292
0.2755102040816326,1.9591836734693877,0.4916580231193328,7.285952290376834
0.2755102040816326,2.0408163265306123,0.4785795272317618,7.14716174404286
0.2755102040816326,2.1224489795918364,0.4663592017284222,7.019672042392394
0.2755102040816326,2.204081632653061,0.4549206559345135,6.9021497398810565
0.2755102040816326,2.2857142857142856,0.44419568838056966,6.793464318921132
0.2755102040816326,2.36734693877551,0.4341232973714769,6.692650833731466
0.2755102040816326,2.4489795918367343,0.4246488207580074,6.598880538668949
0.2755102040816326,2.530612244897959,0.415723186560003,6.51143757490362
0.2755102040816326,2.6122448979591835,0.40730226073508946,6.429700305703555
0.2755102040816326,2.693877551020408,0.39934627733072414,6.353126247112824
0.2755102040816326,2.7755102040816326,0.39181934107193256,6.281239811889509
0.2755102040816326,2.8571428571428568,0.3846889921486201,6.213622269576269
0.2755102040816326,2.9387755102040813,0.3779258251244699,6.149903468122383
0.2755102040816326,3.020408163265306,0.37150315465002964,6.089754965372211
0.2755102040816326,3.1020408163265305,0.3653967218930448,6.032884297538362
0.2755102040816326,3.1836734693877546,0.35958443635636556,5.979030170191153
0.2755102040816326,3.265306122448979,0.35404614844731747,5.927958402889574
0.2755102040816326,3.346938775510204,0.34876344889559907,5.879458492404164
0.2755102040816326,3.4285714285714284,0.34371949132182766,5.833340687076626
0.2755102040816326,3.510204081632653,0.33889883553403066,5.78943348583835
0.2755102040816326,3.591836734693877,0.33428730837565435,5.7475814909868825
0.2755102040816326,3.6734693877551017,0.3298718803003725,5.7076435579295
0.2755102040816326,3.7551020408163263,0.32564055559311605,5.669491194791127
0.2755102040816326,3.836734693877551,0.32158227465930755,5.633007173453021
0.2755102040816326,3.9183673469387754,0.3176868267272741,5.598084319719783
0.2755102040816326,4.0,0.31394477201585064,5.564624456697493
0.3265306122448979,0.0,1.3544259525164464,324.7980025798108
0.3265306122448979,0.08163265306122448,1.436842357550983,330.56427364432125
0.3265306122448979,0.16326530612244897,1.481876064623213,342.23712659527564
0.3265306122448979,0.24489795918367346,1.511594391852099,123.85648440682306
0.3265306122448979,0.32653061224489793,1.407105040740541,48.473700362012025
0.3265306122448979,0.4081632653061224,1.3150671757140118,31.31207722234963
0.3265306122448979,0.4897959183673469,1.2335659853108811,23.723543910823885
0.3265306122448979,0.5714285714285714,1.161035524541138,19.448958131205547
0.3265306122448979,0.6530612244897959,1.0961895330258424,16.70796228819722
0.3265306122448979,0.7346938775510203,1.0379661265162392,14.801120858959218
0.3265306122448979,0.8163265306122448,0.9854835557772019,13.397858345937339
0.3265306122448979,0.8979591836734693,0.9380049604884213,12.321725135327029
0.3265306122448979,0.9795918367346939,0.8949104177276578,11.470007685351737
0.3265306122448979,1.0612244897959182,0.8556748467977732,10.778887864138682
0.3265306122448979,1.1428571428571428,0.8198505635217056,10.206642627515112
0.3265306122448979,1.2244897959183672,0.7870534899448852,9.724853719834972
0.3265306122448979,1.3061224489795917,0.7569522171346215,9.313501215662825
0.3265306122448979,1.3877551020408163,0.7292592850542466,8.958077093021485
0.3265306122448979,1.4693877551020407,0.703724182481128,8.64781144536773
0.3265306122448979,1.5510204081632653,0.6801276829289495,8.37454153973543
0.3265306122448979,1.6326530612244896,0.6582772217916799,8.131967635634743
0.3265306122448979,1.7142857142857142,0.638003090783955,7.9151497292191975
0.3265306122448979,1.7959183673469385,0.6191552769620856,7.7201589724340085
0.3265306122448979,1.8775510204081631,0.6016008170912895,7.543831066453266
0.3265306122448979,1.9591836734693877,0.5852215661708957,7.383588474095168
0.3265306122448979,2.0408163265306123,0.5699123031563944,7.237310059736689
0.3265306122448979,2.1224489795918364,0.5555791134095746,7.1032340329460455
0.3265306122448979,2.204081632653061,0.5421380016760461,6.9798846798905565
0.3265306122448979,2.2857142857142856,0.5295136943219423,6.866016344197885
0.3265306122448979,2.36734693877551,0.5176386067406437,6.760570104408224
0.3265306122448979,2.4489795918367343,0.5064519445278752,6.66263990366635
0.3265306122448979,2.530612244897959,0.49589892279280406,6.571445813432098
0.3265306122448979,2.6122448979591835,0.485930084796627,6.4863127335756925
0.3265306122448979,2.693877551020408,0.47650070649557336,6.406653280476052
0.3265306122448979,2.7755102040816326,0.467570274718631,6.331953930552722
0.3265306122448979,2.8571428571428568,0.4591020294347032,6.261763718598989
0.3265306122448979,2.9387755102040813,0.4510625612807742,6.195684956044754
0.3265306122448979,3.020408163265306,0.4434214571606676,6.133365559420898
0.3265306122448979,3.1020408163265305,0.4361509876572773,6.074492671523005
0.3265306122448979,3.1836734693877546,0.42922583088827265,6.0187873274825225
0.3265306122448979,3.265306122448979,0.42262282818058916,5.96599997087502
0.3265306122448979,3.346938775510204,0.4163207675748,5.915906665525762
0.3265306122448979,3.4285714285714284,0.4103001916653467,5.868305879894899
0.3265306122448979,3.510204081632653,0.4045432268415552,5.823015745365908
0.3265306122448979,3.591836734693877,0.39903343125231083,5.779871708625067
0.3265306122448979,3.6734693877551017,0.39375565936838536,5.738724513555935
0.3265306122448979,3.7551020408163263,0.38869594087250064,5.699438459514044
0.3265306122448979,3.836734693877551,0.3838413726041881,5.661889893063355
0.3265306122448979,3.9183673469387754,0.3791800217320607,5.62596589718502
0.3265306122448979,4.0,0.3747008388599947,5.591563148236564
0.37755102040816335,0.0,1.3493203427614442,332.15313910413437
0.37755102040816335,0.08163265306122448,1.4460266325649342,312.40578939128613
0.37755102040816335,0.16326530612244897,1.5783597846554691,328.4194672323869
0.37755102040816335,0.24489795918367346,1.695163375230371,339.910144291125
0.37755102040816335,0.32653061224489793,1.612635410518174,71.85490357082148
0.37755102040816335,0.4081632653061224,1.5084957469295242,39.07861224755978
0.37755102040816335,0.4897959183673469,1.416345486660686,27.636203932334855
0.37755102040816335,0.5714285714285714,1.3343861510701496,21.82236655239079
0.37755102040816335,0.6530612244897959,1.2611409144848729,18.30804114002947
0.37755102040816335,0.7346938775510203,1.195390220516898,15.95610084578829
0.37755102040816335,0.8163265306122448,1.136121522853136,14.272500631723128
0.37755102040816335,0.8979591836734693,1.0824895395670162,13.008106800186624
0.37755102040816335,0.9795918367346939,1.0337846337896224,12.023745986157213
0.37755102040816335,1.0612244897959182,0.9894075979134549,11.235614721939974
0.37755102040816335,1.1428571428571428,0.9488495172909319,10.590263588200456
0.37755102040816335,1.2244897959183672,0.9116756777944878,10.052013190778046
0.37755102040816335,1.3061224489795917,0.87751266887546,9.596146788673822
0.37755102040816335,1.3877551020408163,0.8460380294878329,9.205006681521093
0.37755102040816335,1.4693877551020407,0.8169718981856826,8.865645844799262
0.37755102040816335,1.5510204081632653,0.7900702489116519,8.568357370508718
0.37755102040816335,1.6326530612244896,0.7651193825058014,8.305721662153658
0.37755102040816335,1.7142857142857142,0.7419314133583558,8.07197070121237
0.37755102040816335,1.7959183673469385,0.7203405482996789,7.862552889747402
0.37755102040816335,1.8775510204081631,0.7001999988017202,7.6738284172177265
0.37755102040816335,1.9591836734693877,0.6813794022198474,7.502851709120302
0.37755102040816335,2.0408163265306123,0.6637626546877741,7.347213273984659
0.37755102040816335,2.1224489795918364,0.6472460790402952,7.204922875513577
0.37755102040816335,2.204081632653061,0.6317368677009655,7.074321973254992
0.37755102040816335,2.2857142857142856,0.6171517512969298,6.95401722715419
0.37755102040816335,2.36734693877551,0.6034158566760923,6.84282939013722
0.37755102040816335,2.4489795918367343,0.590461721420825,6.739753588591782
0.37755102040816335,2.530612244897959,0.5782284410723909,6.643928139132579
0.37755102040816335,2.6122448979591835,0.566660928309843,6.554609835426625
0.37755102040816335,2.693877551020408,0.555709266994976,6.471154190287105
0.37755102040816335,2.7755102040816326,0.5453281482782923,6.392999513395684
0.37755102040816335,2.8571428571428568,0.5354763754696352,6.319653978951598
0.37755102040816335,2.9387755102040813,0.5261164296365417,6.250685050849773
0.37755102040816335,3.020408163265306,0.5172140868573564,6.185710776533718
0.37755102040816335,3.1020408163265305,0.5087380804585727,6.124392575227515
0.37755102040816335,3.1836734693877546,0.5006598023462194,6.066429229162912
0.37755102040816335,3.265306122448979,0.4929530383986263,6.01155184961893
0.37755102040816335,3.346938775510204,0.4855937336239588,5.959519637830578
0.37755102040816335,3.4285714285714284,0.47855978328964255,5.910116297582087
0.37755102040816335,3.510204081632653,0.471830847081044,5.86314698592081
0.37755102040816335,3.591836734693877,0.46538818311042773,5.818435708962359
0.37755102040816335,3.6734693877551017,0.45921449967792216,5.7758230890026505
0.37755102040816335,3.7551020408163263,0.4532938230633199,5.73516444492322
0.37755102040816335,3.836734693877551,0.44761137791020755,5.6963281277544375
0.37755102040816335,3.9183673469387754,0.4421534813578929,5.659194085219904
0.37755102040816335,4.0,0.43690744691676525,5.623652607396857
0.4285714285714286,0.0,1.5355658279257365,312.19862796303244
0.4285714285714286,0.08163265306122448,1.5463250080875428,341.71972407135826
0.4285714285714286,0.16326530612244897,1.663915360062192,342.95111397613687
0.4285714285714286,0.24489795918367346,1.7890459845374793,341.30708349985355
0.4285714285714286,0.32653061224489793,1.8401756197222219,145.11002751738027
0.4285714285714286,0.4081632653061224,1.7210956855208146,53.08485898168071
0.4285714285714286,0.4897959183673469,1.6159301354908095,33.6190930191232
0.4285714285714286,0.5714285714285714,1.5225456477323212,25.179214410089344
0.4285714285714286,0.6530612244897959,1.4392043297699686,20.472955411202594
0.4285714285714286,0.7346938775510203,1.3644777959498189,17.47561432038185
0.4285714285714286,0.8163265306122448,1.2971835535592657,15.401507356155555
0.4285714285714286,0.8979591836734693,1.2363365144314442,13.882086627893743
0.4285714285714286,0.9795918367346939,1.1811112751871489,12.721635114255951
0.4285714285714286,1.0612244897959182,1.1308123784681738,11.806645473032527
0.4285714285714286,1.1428571428571428,1.084850661654612,11.066796347890701
0.4285714285714286,1.2244897959183672,1.04272433636956,10.456223007391788
0.4285714285714286,1.3061224489795917,1.0040037864391549,9.943752279762158
0.4285714285714286,1.3877551020408163,0.9683193069887536,9.507466794971782
0.4285714285714286,1.4693877551020407,0.9353511836497822,9.131513961189622
0.4285714285714286,1.5510204081632653,0.9048216229151448,8.804148313943317
0.4285714285714286,1.6326530612244896,0.8764881795933327,8.516485064129334
0.4285714285714286,1.7142857142857142,0.8501383616063544,8.261680864378956
0.4285714285714286,1.7959183673469385,0.8255851920434985,8.03438036242806
0.4285714285714286,1.8775510204081631,0.8026635328408949,7.830333212594455
0.4285714285714286,1.9591836734693877,0.7812270304901094,7.646123376780577
0.4285714285714286,2.0408163265306123,0.7611455595524526,7.4789741432767025
0.4285714285714286,2.1224489795918364,0.7423030746271247,7.326605297177666
0.4285714285714286,2.204081632653061,0.7245957956949036,7.187126888606532
0.4285714285714286,2.2857142857142856,0.7079306672081725,7.058959123403389
0.4285714285714286,2.36734693877551,0.692224043718353,6.940771189589511
0.4285714285714286,2.4489795918367343,0.677400563443184,6.831434002963382
0.4285714285714286,2.530612244897959,0.6633921788540229,6.729983317147084
0.4285714285714286,2.6122448979591835,0.6501373190121654,6.635590642624821
0.4285714285714286,2.693877551020408,0.637580163170598,6.54754011427405
0.4285714285714286,2.7755102040816326,0.625670007716838,6.465209933673188
0.4285714285714286,2.8571428571428568,0.6143607153104559,6.388057370922789
0.4285714285714286,2.9387755102040813,0.6036102299647066,6.315606545405648
0.4285714285714286,3.020408163265306,0.5933801527763207,6.247438410957663
0.4285714285714286,3.1020408163265305,0.583635367700525,6.183182490738635
0.4285714285714286,3.1836734693877546,0.5743437112186696,6.122510016296835
0.4285714285714286,3.265306122448979,0.5654756800411143,6.06512819995679
0.4285714285714286,3.346938775510204,0.5570041718539812,6.010775427725411
0.4285714285714286,3.4285714285714284,0.5489042549409061,5.95921720454005
0.4285714285714286,3.510204081632653,0.541152963039239,5.91024271778638
0.4285714285714286,3.591836734693877,0.5337291123311332,5.863661911697095
0.4285714285714286,3.6734693877551017,0.5266131378888328,5.819302986038761
0.4285714285714286,3.7551020408163263,0.5197869472624707,5.777010248897577
0.4285714285714286,3.836734693877551,0.5132337891862873,5.736642266305566
0.4285714285714286,3.9183673469387754,0.5069381356653669,5.6980702618474535
0.4285714285714286,4.0,0.5008855759210755,5.661176727645653
0.47959183673469385,0.0,1.9611993077966108,289.7202346559875
0.47959183673469385,0.08163265306122448,2.0767950709646366,282.0170854038402
0.47959183673469385,0.16326530612244897,1.686411977733998,341.2210690264655
0.47959183673469385,0.24489795918367346,1.790003545058132,332.04229101644285
0.47959183673469385,0.32653061224489793,2.0224903740162756,333.7738324845439
0.47959183673469385,0.4081632653061224,1.9602300755066673,84.49082369062215
0.47959183673469385,0.4897959183673469,1.8387227359620864,43.52996985810635
0.47959183673469385,0.5714285714285714,1.731164840907011,30.111479935653552
0.47959183673469385,0.6530612244897959,1.6354234901578617,23.45926458444044
0.47959183673469385,0.7346938775510203,1.5497682728271802,19.493054654112004
0.47959183673469385,0.8163265306122448,1.4727797294439078,16.863130028271552
0.47959183673469385,0.8979591836734693,1.4032830552020656,14.993680541310653
0.47959183673469385,0.9795918367346939,1.3402985950358588,13.59775432280415
0.47959183673469385,1.0612244897959182,1.283004129325174,12.516373907617593
0.47959183673469385,1.1428571428571428,1.2307053952148495,11.654395990597251
0.47959183673469385,1.2244897959183672,1.1828129493208954,10.951426676214819
0.47959183673469385,1.3061224489795917,1.1388236907157494,10.367306037321168
0.47959183673469385,1.3877551020408163,1.0983060434000103,9.874304012978119
0.47959183673469385,1.4693877551020407,1.0608879847248396,9.452666905232537
0.47959183673469385,1.5510204081632653,1.026247329196692,9.087948662428323
0.47959183673469385,1.6326530612244896,0.9941038002706709,8.769345035712295
0.47959183673469385,1.7142857142857142,0.9642125333805125,8.488617095881517
0.47959183673469385,1.7959183673469385,0.9363587298918119,8.239374583486587
0.47959183673469385,1.8775510204081631,0.9103532349189833,8.016586304880523
0.47959183673469385,1.9591836734693877,0.8860288659332279,7.816237966494314
0.47959183673469385,2.0408163265306123,0.863237348097424,7.635088188667434
0.47959183673469385,2.1224489795918364,0.841846749688315,7.4704914037109615
0.47959183673469385,2.204081632653061,0.8217393177326154,7.320267188663735
0.47959183673469385,2.2857142857142856,0.8028096516022782,7.182602477950443
0.47959183673469385,2.36734693877551,0.7849631501449205,7.055977394841283
0.47959183673469385,2.4489795918367343,0.768114687206674,6.939108321564478
0.47959183673469385,2.530612244897959,0.7521874770563576,6.83090371650247
0.47959183673469385,2.6122448979591835,0.7371120986043234,6.730429474891292
0.47959183673469385,2.693877551020408,0.7228256528876192,6.636881515862292
0.47959183673469385,2.7755102040816326,0.7092710329921107,6.549563899325057
0.47959183673469385,2.8571428571428568,0.6963962892577997,6.4678712158096765
0.47959183673469385,2.9387755102040813,0.6841540749905951,6.391274306921734
0.47959183673469385,3.020408163265306,0.67250116240137,6.319308607710018
0.47959183673469385,3.1020408163265305,0.6613980163371812,6.251564562241627
0.47959183673469385,3.1836734693877546,0.6508084199855381,6.187679698927251
0.47959183673469385,3.265306122448979,0.6406991441825491,6.127332037797837
0.47959183673469385,3.346938775510204,0.6310396548173658,6.070234576329376
0.47959183673469385,3.4285714285714284,0.6218018534037674,6.016130653583827
0.47959183673469385,3.510204081632653,0.6129598463552527,5.96479003339055
0.47959183673469385,3.591836734693877,0.6044897395324036,5.91600557998737
0.47959183673469385,3.6734693877551017,0.5963694548153246,5.869590423943594
0.47959183673469385,3.7551020408163263,0.5885785660589788,5.82537553604357
0.47959183673469385,3.836734693877551,0.5810981521104265,5.783207642185753
0.47959183673469385,3.9183673469387754,0.5739106648680286,5.7429474245344085
0.47959183673469385,4.0,0.5669998106507659,5.704467964129688
0.5306122448979593,0.0,2.1667815894270364,286.68559076778666
0.5306122448979593,0.08163265306122448,2.3287291265358414,279.14101866939916
0.5306122448979593,0.16326530612244897,1.6906728349174065,337.86401530314885
0.5306122448979593,0.24489795918367346,1.7374967266386805,328.93507461313584
0.5306122448979593,0.32653061224489793,2.122721126801819,335.9270292017908
0.5306122448979593,0.4081632653061224,2.2361836266731228,211.49455605108952
0.5306122448979593,0.4897959183673469,2.0933468031574227,62.47741867362174
0.5306122448979593,0.5714285714285714,1.967609556049168,37.82816912667095
0.5306122448979593,0.6530612244897959,1.8561885019759323,27.71595165819078
0.5306122448979593,0.7346938775510203,1.7568765311247958,22.22051687229822
0.5306122448979593,0.8163265306122448,1.6678949121038606,18.77389248923548
0.5306122448979593,0.8979591836734693,1.587791297871612,16.413905233887107
0.5306122448979593,0.9795918367346939,1.5153671266831512,14.698781966492028
0.5306122448979593,1.0612244897959182,1.4496244464406425,13.397288851263896
0.5306122448979593,1.1428571428571428,1.3897260076644617,12.376708116915465
0.5306122448979593,1.2244897959183672,1.3349646870537,11.555457851763839
0.5306122448979593,1.3061224489795917,1.2847396703130338,10.880653094275338
0.5306122448979593,1.3877551020408163,1.238537648675165,10.316526086826295
0.5306122448979593,1.4693877551020407,1.1959178109367763,9.838032340942885
0.5306122448979593,1.5510204081632653,1.156499767285094,9.427121479657984
0.5306122448979593,1.6326530612244896,1.119953753266431,9.070461556474447
0.5306122448979593,1.7142857142857142,1.0859926382388643,8.75799645460041
0.5306122448979593,1.7959183673469385,1.0543653693201427,8.482001201097884
0.5306122448979593,1.8775510204081631,1.0248515644839415,8.236445743359157
0.5306122448979593,1.9591836734693877,0.9972570325951889,8.016555854721899
0.5306122448979593,2.0408163265306123,0.9714100448417483,7.818503492099101
0.5306122448979593,2.1224489795918364,0.9471582168736161,7.63918422671506
0.5306122448979593,2.204081632653061,0.9243658923876389,7.476054510672223
0.5306122448979593,2.2857142857142856,0.9029119335274154,7.3270108399549825
0.5306122448979593,2.36734693877551,0.8826878540606191,7.190298788977488
0.5306122448979593,2.4489795918367343,0.863596229150051,7.064443645465616
0.5306122448979593,2.530612244897959,0.8455493392119525,6.948196911725567
0.5306122448979593,2.6122448979591835,0.8284680075591845,6.8404946004379585
0.5306122448979593,2.693877551020408,0.8122806005581372,6.74042440626679
0.5306122448979593,2.7755102040816326,0.796922164775993,6.647199631021917
0.5306122448979593,2.8571428571428568,0.7823336790960151,6.560138297271606
0.5306122448979593,2.9387755102040813,0.7684614049377857,6.478646288905327
0.5306122448979593,3.020408163265306,0.7552563195121663,6.402203642074167
0.5306122448979593,3.1020408163265305,0.7426736200824333,6.330353322166316
0.5306122448979593,3.1836734693877546,0.7306722889390065,6.26269197697324
0.5306122448979593,3.265306122448979,0.7192147107732714,6.198862272935202
0.5306122448979593,3.346938775510204,0.7082663350574766,6.138546506851482
0.5306122448979593,3.4285714285714284,0.697795377403831,6.081461252939535
0.5306122448979593,3.510204081632653,0.6877725547949186,6.0273528546019435
0.5306122448979593,3.591836734693877,0.6781708502622075,5.975993609612002
0.5306122448979593,3.6734693877551017,0.6689653032766669,5.927178527484773
0.5306122448979593,3.7551020408163263,0.660132822643651,5.8807225614122585
0.5306122448979593,3.836734693877551,0.6516520191454753,5.836458235699275
0.5306122448979593,3.9183673469387754,0.6435030555557242,5.7942336043236535
0.5306122448979593,4.0,0.635667511971422,5.753910487936601
0.5816326530612246,0.0,2.6131464757559257,283.38455121322795
0.5816326530612246,0.08163265306122448,1.809338454633125,340.3993592193975
0.5816326530612246,0.16326530612244897,1.859927386839476,339.16227554633514
0.5816326530612246,0.24489795918367346,2.1067550418498326,331.73492109212066
0.5816326530612246,0.32653061224489793,2.2451042879999195,295.3075788808933
0.5816326530612246,0.4081632653061224,2.403440265634938,333.0820498022379
0.5816326530612246,0.4897959183673469,2.3925812023721225,111.44285518037154
0.5816326530612246,0.5714285714285714,2.2424397984622204,51.239501779428096
0.5816326530612246,0.6530612244897959,2.1103879599464244,34.10508650991349
0.5816326530612246,0.7346938775510203,192.22274908973526,333.995575066887
0.5816326530612246,0.8163265306122448,1.8891185644914543,21.314542741942695
0.5816326530612246,0.8979591836734693,2.8488036153928826,45.009478587407784
0.5816326530612246,0.9795918367346939,1.7114324883791332,16.089947805310125
0.5816326530612246,1.0612244897959182,1.6352391332515253,14.493259645290154
0.5816326530612246,1.1428571428571428,1.5660152074771219,13.264809396595966
0.5816326530612246,1.2244897959183672,1.5028871594067832,12.291252268503921
0.5816326530612246,1.3061224489795917,1.4451184919244537,11.501288693866824
0.5816326530612246,1.3877551020408163,1.392084067141905,10.847843137702252
0.5816326530612246,1.4693877551020407,1.3432500581456654,10.298596929239102
0.5816326530612246,1.5510204081632653,1.2981580993017885,9.830637342722744
0.5816326530612246,1.6326530612244896,1.25641261825522,9.427276079410355
0.5816326530612246,1.7142857142857142,1.2176706161876685,9.07607608915142
0.5816326530612246,1.7959183673469385,1.1816333575463571,8.767583313677731
0.5816326530612246,1.8775510204081631,1.1480395665810483,8.49448617297364
0.5816326530612246,1.9591836734693877,1.116659820737957,8.251043534458127
0.5816326530612246,2.0408163265306123,1.0872919107300645,8.032686266725761
0.5816326530612246,2.1224489795918364,1.0597569727259992,7.835733924676781
0.5816326530612246,2.204081632653061,1.0338962559893523,7.657189606912583
0.5816326530612246,2.2857142857142856,1.009568405995773,7.494588958427541
0.5816326530612246,2.36734693877551,0.9866471716237901,7.345887379813015
0.5816326530612246,2.4489795918367343,0.9650194626894106,7.209374644766945
0.5816326530612246,2.530612244897959,0.9445836966993245,7.083609473202184
0.5816326530612246,2.6122448979591835,0.9252483878723679,6.96736883886685
0.5816326530612246,2.693877551020408,0.9069309370166934,6.859608287190475
0.5816326530612246,2.7755102040816326,0.8895565906514797,6.759430579697579
0.5816326530612246,2.8571428571428568,0.8730575424044427,6.666060700672706
0.5816326530612246,2.9387755102040813,0.8573721546879981,6.578825773628133
0.5816326530612246,3.020408163265306,0.842444282142508,6.497138800588632
0.5816326530612246,3.1020408163265305,0.8282226819385545,6.420485404231334
0.5816326530612246,3.1836734693877546,0.814660498073182,6.3484129466461034
0.5816326530612246,3.265306122448979,0.8017148091083512,6.280521543486628
0.5816326530612246,3.346938775510204,0.7893462304276901,6.216456600140778
0.5816326530612246,3.4285714285714284,0.7775185634963256,6.155902578101056
0.5816326530612246,3.510204081632653,0.7661984857718274,6.09857776197238
0.5816326530612246,3.591836734693877,0.7553552758703505,6.044229844628057
0.5816326530612246,3.6734693877551017,0.7449605694040365,5.992632185861598
0.5816326530612246,3.7551020408163263,0.7349881415724822,5.943580627457029
0.5816326530612246,3.836734693877551,0.7254137131516883,5.896890770785067
0.5816326530612246,3.9183673469387754,0.7162147770010467,5.852395640498235
0.5816326530612246,4.0,0.7073704426051961,5.809943671984297
0.6326530612244898,0.0,2.2455885697714835,284.3123814748245
0.6326530612244898,0.08163265306122448,1.6122375325731024,341.5011216938398
0.6326530612244898,0.16326530612244897,2.027695046804858,341.2359969271979
0.6326530612244898,0.24489795918367346,2.174022784445047,338.6943287225118
0.6326530612244898,0.32653061224489793,2.5226766236594984,309.80867804405744
0.6326530612244898,0.4081632653061224,2.5148560411238834,334.11763458850044
0.6326530612244898,0.4897959183673469,2.7288068261742993,341.2808446287795
0.6326530612244898,0.5714285714285714,2.5721245403471746,79.57339406693815
0.6326530612244898,0.6530612244897959,2.4114465456902585,44.519495698023064
0.6326530612244898,0.7346938775510203,2.2705007211233683,31.5349978112379
0.6326530612244898,0.8163265306122448,2.1458632955360724,24.781431838015777
0.6326530612244898,0.8979591836734693,2.034886336343724,20.64929870100492
0.6326530612244898,0.9795918367346939,1.9354801151120544,17.865112957367316
0.6326530612244898,1.0612244897959182,1.8459672961351947,15.864816458109608
0.6326530612244898,1.1428571428571428,1.7649822863437004,14.360190933852945
0.6326530612244898,1.2244897959183672,1.6913998754207105,13.188637583247147
0.6326530612244898,1.3061224489795917,1.6242833937222556,12.251486455062729
0.6326530612244898,1.3877551020408163,1.5628462246545958,11.485409216566136
0.6326530612244898,1.4693877551020407,1.50642267557513,10.847911882229225
0.6326530612244898,1.5510204081632653,1.4544455523612956,10.309430313864125
0.6326530612244898,1.6326530612244896,1.4064286390584053,9.848769513711455
0.6326530612244898,1.7142857142857142,1.3619528341932388,9.450345102580673
0.6326530612244898,1.7959183673469385,1.3206550573932458,9.102447508262987
0.6326530612244898,1.8775510204081631,1.2822192886134418,8.79611230728019
0.6326530612244898,1.9591836734693877,1.2463692689295347,8.52436341569056
0.6326530612244898,2.0408163265306123,1.2128625108917572,8.281693107438716
0.6326530612244898,2.1224489795918364,1.181485351264636,8.063696741065536
0.6326530612244898,2.204081632653061,1.1520488417472003,7.866811081456709
0.6326530612244898,2.2857142857142856,1.1243853152477126,7.688123521720488
0.6326530612244898,2.36734693877551,1.0983455026658606,7.525230793729972
0.6326530612244898,2.4489795918367343,1.0737961093458304,7.376132858945912
0.6326530612244898,2.530612244897959,1.0506177444034512,7.2391521274908275
0.6326530612244898,2.6122448979591835,1.028703182103319,7.112871323370292
0.6326530612244898,2.693877551020408,1.0079558602490195,6.996085098723684
0.6326530612244898,2.7755102040816326,0.9882886015530289,6.887762021025109
0.6326530612244898,2.8571428571428568,0.9696225111097537,6.787014426401759
0.6326530612244898,2.9387755102040813,0.9518860253696045,6.69307430914013
0.6326530612244898,3.020408163265306,0.9350140886132196,6.605273887148014
0.6326530612244898,3.1020408163265305,0.9189474373673283,6.523029822290605
0.6326530612244898,3.1836734693877546,0.9036319768232323,6.44583032036299
0.6326530612244898,3.265306122448979,0.8890182357688217,6.373224517728643
0.6326530612244898,3.346938775510204,0.8750608887786381,6.304813696797151
0.6326530612244898,3.4285714285714284,0.8617183362001735,6.240243974097126
0.6326530612244898,3.510204081632653,0.8489523339582017,6.179200181652288
0.6326530612244898,3.591836734693877,0.8367276668261898,6.121400720771748
0.6326530612244898,3.6734693877551017,0.8250118566506343,6.066593215602003
